4	9.78	0.15620502552735	0.18
3.6	9.7	0.14718698991419	0.18
3.2	9.58	0.138621823678669	0.17
2.8	9.48	0.0977548464271721	0.17
2.4	9.31	0.0876584850428069	0.17
2	9.15	0.0781025607774803	0.17
1.8	9.05	0.0735935459126682	0.17
1.6	8.98	0.0693109659433484	0.16
1.4	8.91	0.0652993874396996	0.16
1.2	8.86	0.0411826419745018	0.16
1	8.77	0.0360556514294223	0.16
0.92	8.72	0.0340847473219327	0.16
0.84	8.68	0.0321721929622461	0.16
0.76	8.62	0.0303290289986343	0.16
0.68	8.58	0.0285686891543872	0.16
0.6	8.55	0.0205915031020079	0.16
0.56	8.51	0.0195512147960172	0.16
0.52	8.49	0.0185302455461335	0.16
0.48	8.46	0.0175319707962339	0.16
0.44	8.42	0.0165604951616792	0.16
0.4	8.38	0.0156208194407336	0.16
0.36	8.33	0.014719035294475	0.15
0.32	8.24	0.0138625394498988	0.15
0.3	8.22	0.0102961157724649	0.15
0.25	7.86	0.00901443287178955	0.15
0.2	6.66	0.0078108898340714	0.13
0.15	3.95	0.00672755527662166	0.09
0.12	2.62	0.0041194659848092	0.07
0.1	1.52	0.00360693775937429	0.05
0.08	0.8	0.00312569992161756	0.04
0.06	0.41	0.00206155281280883	0.04
0.05	0.25	0.00180554700852678	0.03
